short_name,long_name,dob,club,overall,potential,value_eur,wage_eur,team_position,preferred_foot,influencer
A. Carrillo,ANDRÉ MARTÍN CARRILLO DÍAZ,1991-06-14,Al Hilal,. 78   ,78,10500000,43000,RM,Right,False
S. García,santiago damián garcía correa,1990-09-14,Godoy Cruz,. 78   ,78,10500000,17000,ST,Right,False
Djaniny,jorge djaniny  tavares semedo,1991-03-21,Al Ahli,. 78   ,78,10500000,47000,RS,Right,False
Z. Feddal,zOUHAIR FEDDAL,1989-12-23,Real Betis,. 78   ,78,8500000,25000,SUB,Left,False
L. Pavoletti,LEONARDO PAVOLETTI,1988-11-26,Cagliari,. 78   ,78,10000000,38000,RS,Right,False
R. Olsen,ROBIN OLSEN,1990-01-08,Roma,. 78   ,78,7500000,33000,RES,Right,False
G. Pizarro,Guido pizarro,1990-02-26,Tigres U.A.N.L.,. 78   ,78,9000000,66000,RDM,Right,False
M. de Roon,marten de roon,1991-03-29,Atalanta,. 78   ,78,10500000,54000,LCM,Right,False
H. Sakai,酒井 宏樹,1990-04-12,Olympique de Marseille,. 78   ,78,8500000,36000,RB,Right,False
G. Kanga,gUÉLOR KANGA,1990-09-01,Sparta Praha,. 78   ,78,10500000,1000,RCM,Right,False
F. Fabra,frank yusty fabra palacios,1991-02-22,Boca Juniors,. 78   ,78,9000000,25000,LB,Left,False
G. Cano,Germán ezequiel cano,1988-01-02,Independiente Medellín,. 78   ,78,9500000,6000,ST,Right,False
C. Izquierdoz,CARLOS ROBERTO IZQUIERDOZ,1988-11-03,Boca Juniors,. 78   ,78,8500000,24000,RCB,Right,False
A. Donatti,alejandro donatti,1986-10-24,Racing Club,. 78   ,78,6500000,22000,SUB,Right,False
I. Fernández,ignacio fernández,1990-01-12,River Plate,. 78   ,78,10000000,27000,RAM,Left,False
N. Domínguez,nERY DOMÍNGUEZ,1990-04-09,Racing Club,. 78   ,78,9000000,23000,RCB,Right,False
Marcelo Goiano,MARCELO AUGUSTO FERREIRA TEIXEIRA,1987-10-13,Sivasspor,. 78   ,78,7500000,16000,RB,Right,False
J. Seri,jean michaël seri,1991-07-19,Galatasaray SK,. 78   ,78,10500000,64000,SUB,Right,False
R. Battaglia,rodrigo andrés battaglia,1991-07-12,Sporting CP,. 78   ,78,10500000,15000,SUB,Right,False
G. Arias,gABRIEL ARIAS,1987-09-13,Racing Club,. 78   ,78,6500000,18000,GK,Right,False
O. Al Soma,OMAR AL SOMA,1989-03-23,Al Ahli,. 78   ,78,10000000,45000,LS,Right,False
M. Campaña,Martín campaña,1989-05-29,Independiente,. 78   ,78,7000000,18000,GK,Right,False
Ronaldo Esler,Ronaldo diego esler domingues,1988-02-29,Atlético Mineiro,. 78   ,78,7500000,34000,LB,Left,False
Claudio Coíntra,claudio nuno coíntra calegari,1984-02-29,Internacional,. 78   ,78,4500000,22000,RCM,Left,False
Everticinho,everton jorge simão resende,1988-02-29,Grêmio,. 78   ,78,7500000,29000,RB,Right,False
Sidney Pessinho,sIDNEY ADRIÁN PESSOA VIDIGAL,1992-02-29,Internacional,. 78   ,78,9500000,27000,CDM,Right,False
Júnior Moraes,ALUÍSIO CHAVES RIBEIRO MORAES JÚNIOR,1987-04-04,Shakhtar Donetsk,. 78   ,78,8500000,1000,ST,Right,False
E. Guichón,edgar manuel guichón,1988-02-29,Uruguay,. 78   ,78,0,0,,Left,False
G. Quintana,giovanni luis quintana,1984-02-29,Uruguay,. 78   ,78,0,0,,Right,False
F. Contedo,federico luis contedo,1984-02-29,Uruguay,. 78   ,78,0,0,,Left,False
D. Upamecano,dayotchanculle upamecano,1998-10-27,RB Leipzig,. 77   ,88,14000000,30000,SUB,Right,False
E. Audero,EMIL AUDERO,1997-01-18,Sampdoria,. 77   ,87,11500000,21000,GK,Right,False
D. Calabria,Davide calabria,1996-12-06,Milan,. 77   ,87,13000000,29000,RB,Right,False
E. Palacios,EXEQUIEL PALACIOS,1998-10-05,River Plate,. 77   ,87,14000000,18000,LDM,Right,False
M. Grujić,Marko grujić,1996-04-13,Hertha BSC,. 77   ,87,13000000,22000,RCM,Right,False
P. Cutrone,patrick cutrone,1998-01-03,Wolverhampton Wanderers,. 77   ,87,14500000,58000,SUB,Right,False
D. Brooks,DAVID BROOKS,1997-07-08,Bournemouth,. 77   ,86,14000000,44000,SUB,Left,False
M. Vargas,MATÍAS VARGAS,1997-05-08,RCD Espanyol,. 77   ,86,13500000,27000,LM,Right,False
Brais Méndez,BRAIS MÉNDEZ PORTELA,1997-01-07,RC Celta,. 77   ,86,13500000,21000,RM,Left,False
Luiz Felipe,LUIZ FELIPE RAMOS MARCHI,1997-03-22,Lazio,. 77   ,86,12500000,35000,SUB,Right,False
Y. Atal,youcef attal,1996-05-17,OGC Nice,. 77   ,86,12500000,25000,RB,Right,False
J. Grealish,jACK GREALISH,1995-09-10,Aston Villa,. 77   ,85,13000000,47000,LCM,Right,False
A. Miranchuk,Anton miranchuk,1995-10-17,Lokomotiv Moscow,. 77   ,85,13000000,1000,LM,Right,False
Jorge Meré,Jorge meré pérez,1997-04-17,1. FC Köln,. 77   ,85,12000000,22000,RCB,Right,False
N. Mukiele,nordi mukiele,1997-11-01,RB Leipzig,. 77   ,85,12000000,30000,RCB,Right,False
C. Nkunku,Christopher nkunku,1997-11-14,RB Leipzig,. 77   ,85,13000000,34000,SUB,Right,False
Wendel,MARCUS WENDEL VALLE DA SILVA,1997-08-28,Sporting CP,. 77   ,85,13000000,11000,LCM,Right,False
F. Valverde,federico valverde,1998-07-22,Real Madrid,. 77   ,85,13000000,86000,RES,Right,False
L. Martínez,LISANDRO MARTÍNEZ,1998-01-18,Ajax,. 77   ,85,12000000,13000,LCB,Left,False
N. Vlašić,Nikola vlašić,1997-10-04,PFC CSKA Moscow,. 77   ,85,13000000,1000,LF,Right,False
Reguilón,SERGIO REGUILÓN RODRÍGUEZ,1996-12-16,Sevilla FC,. 77   ,85,11500000,14000,LB,Left,False
Renan Lodi,Renan augusto lodi dos santos,1998-04-08,Atlético Madrid,. 77   ,85,12000000,31000,LB,Left,False
G. Simeone,GIOVANNI PABLO SIMEONE,1995-07-05,Fiorentina,. 77   ,84,12500000,47000,ST,Right,False
A. Sanabria,antonio sanabria,1996-03-04,Genoa,. 77   ,84,12500000,18000,SUB,Right,False
R. Borré,Rafael santos borré,1995-09-15,River Plate,. 77   ,84,12500000,23000,SUB,Right,False
E. Ünal,Enes Ünal,1997-05-10,Real Valladolid CF,. 77   ,84,12500000,20000,SUB,Right,False
M. Pašalić,MARIO PAŠALIĆ,1995-02-09,Atalanta,. 77   ,84,12500000,43000,SUB,Right,False
P. Bernardoni,Paul bernardoni,1997-04-18,Nîmes Olympique,. 77   ,84,9500000,15000,GK,Left,False
L. Cook,lewis cook,1997-02-03,Bournemouth,. 77   ,84,12500000,52000,SUB,Right,False
E. Boateng,Emmanuel okyere boateng,1996-05-23,Dalian YiFang FC,. 77   ,84,12500000,14000,SUB,Right,False
N. Nández,Nahitan nández,1995-12-28,Cagliari,. 77   ,84,12500000,28000,RCM,Right,False
J. Mæhle,joakim mæhle,1997-05-20,KRC Genk,. 77   ,84,11000000,14000,RB,Right,False
N. Mazraoui,Noussair mazraoui,1997-11-14,Ajax,. 77   ,84,11000000,13000,RB,Right,False
F. Bustos,Fabricio bustos,1996-04-28,Independiente,. 77   ,84,11000000,17000,RB,Right,False
A. Barák,antonín barák,1994-12-03,Udinese,. 77   ,84,12500000,16000,CDM,Left,False
M. Rojas,matías nicolás rojas romero,1995-11-03,Racing Club,. 77   ,84,12500000,19000,LM,Left,False
S. McTominay,Scott mctominay,1996-12-08,Manchester United,. 77   ,84,11500000,73000,RDM,Right,False
Galeno,wenderson nascimento galeno,1997-10-22,SC Braga,. 77   ,84,12500000,13000,SUB,Right,False
Chiquinho,FRANCISCO LEONEL LIMA SILVA MACHADO,1995-07-19,SL Benfica,. 77   ,84,12500000,13000,SUB,Right,False
K. Mbabu,KEVIN MBABU,1995-04-19,VfL Wolfsburg,. 77   ,83,11000000,33000,SUB,Right,False
P. Sisto,pione sisto ifolo emirmija,1995-02-04,RC Celta,. 77   ,83,12000000,23000,SUB,Right,False
J. Bednarek,jan bednarek,1996-04-12,Southampton,. 77   ,83,11000000,41000,RCB,Right,False
D. Calvert-Lewin,Dominic calvert-lewin,1997-03-16,Everton,. 77   ,83,12500000,68000,ST,Right,False
O. Duda,ONDREJ DUDA,1994-12-05,Hertha BSC,. 77   ,83,12000000,25000,CAM,Right,False
M. Lopez,MAXIME LOPEZ,1997-12-04,Olympique de Marseille,. 77   ,83,12000000,26000,RCM,Right,False
Vallejo,jesús vallejo lázaro,1997-01-05,Wolverhampton Wanderers,. 77   ,83,11000000,55000,SUB,Right,False
K. Laimer,KONRAD LAIMER,1997-05-27,RB Leipzig,. 77   ,83,12000000,41000,SUB,Right,False
Borja Mayoral,BORJA MAYORAL MOYA,1997-04-05,Levante UD,. 77   ,83,12500000,24000,SUB,Right,False
Córdoba,IÑIGO CÓRDOBA KEREJETA,1997-03-13,Athletic Club de Bilbao,. 77   ,83,12000000,23000,SUB,Left,False
P. Rosario,Pablo paulino rosario,1997-01-07,PSV,. 77   ,83,11000000,15000,RCM,Right,False
W. Hughes,WILL HUGHES,1995-04-17,Watford,. 77   ,82,12000000,52000,RM,Left,False
M. Weiser,mitchell weiser,1994-04-21,Bayer 04 Leverkusen,. 77   ,82,10500000,47000,SUB,Right,False
Andreas Pereira,andreas hugo hoelgebaum pereira,1996-01-01,Manchester United,. 77   ,82,11500000,81000,RM,Right,False
Emerson,Emerson palmieri dos santos,1994-08-03,Chelsea,. 77   ,82,10500000,68000,LB,Left,False
M. Benassi,MARCO BENASSI,1994-09-08,Fiorentina,. 77   ,82,11500000,43000,RCM,Right,False
A. Djiku,ALEXANDER DJIKU,1994-08-09,RC Strasbourg Alsace,. 77   ,82,10500000,23000,LCB,Right,False
Diego Llorente,Diego javier llorente ríos,1993-08-16,Real Sociedad,. 77   ,82,10500000,24000,LCB,Right,False
W. Cyprien,wylan cyprien,1995-01-28,OGC Nice,. 77   ,82,11500000,28000,CDM,Right,False
F. Acheampong,frank acheampong,1993-10-16,Tianjin TEDA FC,. 77   ,82,12000000,18000,LM,Left,False
N. Bentaleb,Nabil bentaleb,1994-11-24,FC Schalke 04,. 77   ,82,11500000,27000,RES,Left,False
P. Højbjerg,PIERRE-EMILE HØJBJERG,1995-08-05,Southampton,. 77   ,82,11500000,45000,LCM,Right,False
L. Miranda,Leonel miranda,1994-01-07,Club Tijuana,. 77   ,82,11500000,22000,LCM,Right,False
A. Petagna,ANDREA PETAGNA,1995-06-30,SPAL,. 77   ,82,12000000,16000,LS,Left,False
K. Tete,kenny tete,1995-10-09,Olympique Lyonnais,. 77   ,82,10500000,47000,SUB,Right,False
G. Escalante,GONZALO ESCALANTE,1993-03-27,SD Eibar,. 77   ,82,10500000,22000,LDM,Right,False
Alex Berenguer,aLEJANDRO BERENGUER REMIRO,1995-07-04,Torino,. 77   ,82,12000000,37000,LF,Right,False
O. Colley,Omar colley,1992-10-24,Sampdoria,. 77   ,82,10500000,32000,LCB,Left,False
S. Sensi,sTEFANO SENSI,1995-08-05,Inter,. 77   ,82,11500000,48000,LCM,Right,False
M. Gaćinović,mijat gaćinović,1995-02-08,Eintracht Frankfurt,. 77   ,82,12000000,30000,RF,Right,False
M. Diakhaby,mouctar diakhaby,1996-12-19,Valencia CF,. 77   ,82,10500000,26000,SUB,Right,False
M. Arambarri,Mauro wilney arambarri rosa,1995-09-30,Getafe CF,. 77   ,82,11000000,19000,LDM,Right,False
R. Marin,răzvan marin,1996-05-23,Ajax,. 77   ,82,11500000,18000,RDM,Right,False
M. Niang,M'baye babacar niang,1994-12-19,Stade Rennais FC,. 77   ,81,12000000,39000,RS,Right,False
O. Selnæs,OLE KRISTIAN SELNÆS,1994-07-07,Shenzhen FC,. 77   ,81,10500000,14000,RCM,Left,False
R. Pizarro,Rodolfo pizarro,1994-02-15,Monterrey,. 77   ,81,11500000,40000,CM,Right,False
C. Salcedo,cARLOS SALCEDO,1993-09-29,Tigres U.A.N.L.,. 77   ,81,10500000,56000,SUB,Right,False
B. Fernández,Brian fernández,1994-09-26,Portland Timbers,. 77   ,81,12000000,9000,ST,Right,False
R. Bensebaini,Ramy bensebaini,1995-04-16,Borussia Mönchengladbach,. 77   ,81,10000000,22000,SUB,Left,False
Aritz Elustondo,ARITZ ELUSTONDO,1994-03-28,Real Sociedad,. 77   ,81,10500000,24000,RCB,Right,False
G. Pereiro,gastón rodrigo pereiro lópez,1995-06-11,PSV,. 77   ,81,11500000,16000,RES,Left,False
Cláudio Ramos,CLÁUDIO PIRES DE MORAIS RAMOS,1991-11-16,CD Tondela,. 77   ,80,8000000,7000,GK,Right,False
N. Redmond,nathan redmond,1994-03-06,Southampton,. 77   ,80,11000000,50000,LS,Right,False
T. Koubek,Tomáš koubek,1992-08-26,FC Augsburg,. 77   ,80,8000000,19000,GK,Right,False
L. Ocampos,LUCAS OCAMPOS,1994-07-11,Sevilla FC,. 77   ,80,11500000,16000,SUB,Right,False
J. Lukaku,JORDAN LUKAKU,1994-07-25,Lazio,. 77   ,80,11500000,39000,RES,Left,False
K. Ayhan,KAAN AYHAN,1994-11-10,Fortuna Düsseldorf,. 77   ,80,10000000,24000,RCB,Right,False
S. Boufal,sOFIANE BOUFAL,1993-09-17,Southampton,. 77   ,80,11000000,50000,SUB,Right,False
P. Max,philipp max,1993-09-30,FC Augsburg,. 77   ,80,10000000,23000,SUB,Left,False
B. Mechele,BRANDON MECHELE,1993-01-28,Club Brugge KV,. 77   ,80,10000000,22000,RCB,Right,False
Y. Gerhardt,YANNICK GERHARDT,1994-03-13,VfL Wolfsburg,. 77   ,80,11000000,41000,SUB,Left,False
B. Bourigeaud,BENJAMIN BOURIGEAUD,1994-01-14,Stade Rennais FC,. 77   ,80,11000000,39000,RCM,Right,False
I. Bebou,iHLAS BEBOU,1994-04-23,TSG 1899 Hoffenheim,. 77   ,80,11000000,36000,RS,Right,False
Wendell,WENDELL NASCIMENTO BORGES,1993-07-20,Bayer 04 Leverkusen,. 77   ,80,10000000,47000,LCB,Left,False
Pedro Henrique,Pedro henrique pereira da silva,1992-12-18,Vitória Guimarães,. 77   ,80,10000000,11000,LCB,Left,False
A. Schöpf,alessandro schöpf,1994-02-07,FC Schalke 04,. 77   ,80,11000000,30000,SUB,Right,False
D. Kuzyaev,DALER KUZYAEV,1993-01-15,Russia,. 77   ,80,0,0,,Right,False
G. Rodríguez,guido rodríguez,1995-04-11,Club América,. 77   ,80,10000000,41000,RDM,Right,False
C. Domínguez,cecilio domínguez,1994-08-11,Independiente,. 77   ,80,11500000,19000,LW,Right,False
E. Mendy,Edouard mendy,1992-03-01,Stade Rennais FC,. 77   ,80,8000000,30000,GK,Right,False
C. Luyindama,cHRISTIAN  LUYINDAMA NEKADIO,1994-01-08,Galatasaray SK,. 77   ,80,10000000,52000,LCB,Right,False
S. Aziz,SERDAR AZIZ,1990-10-23,Fenerbahçe SK,. 77   ,79,9000000,57000,RES,Right,False
O. Özyakup,Oğuzhan özyakup,1992-09-23,Beşiktaş JK,. 77   ,79,10500000,60000,SUB,Right,False
M. Bizot,mARCO BIZOT,1991-03-10,AZ Alkmaar,. 77   ,79,7500000,10000,GK,Right,False
C. Piccini,Cristiano piccini,1992-09-26,Valencia CF,. 77   ,79,9500000,31000,SUB,Right,False
C. Coady,conor  coady,1993-02-25,Wolverhampton Wanderers,. 77   ,79,9500000,65000,CB,Right,False
R. Knoche,robin knoche,1992-05-22,VfL Wolfsburg,. 77   ,79,9500000,39000,RCB,Right,False
L. Bittencourt,leonardo bittencourt,1993-12-19,TSG 1899 Hoffenheim,. 77   ,79,11000000,33000,SUB,Right,False
B. Reynet,baptiste reynet,1990-10-28,Toulouse Football Club,. 77   ,79,7500000,23000,GK,Right,False
K. Stöger,kevin stöger,1993-08-27,Fortuna Düsseldorf,. 77   ,79,11000000,30000,SUB,Left,False
Sergio Rico,SERGIO RICO GONZÁLEZ,1993-09-01,Sevilla FC,. 77   ,79,8000000,12000,SUB,Right,False
Paulinho,João paulo dias fernandes,1992-11-09,SC Braga,. 77   ,79,11000000,17000,SUB,Left,False
S. Lainer,stefan lainer,1992-08-27,Borussia Mönchengladbach,. 77   ,79,9500000,26000,RB,Right,False
Trezeguet,mahmoud hassan,1994-10-01,Aston Villa,. 77   ,79,11000000,52000,RW,Right,False
P. Lees-Melou,Pierre lees-melou,1993-05-25,OGC Nice,. 77   ,79,10500000,32000,RCM,Right,False
J. Shelvey,JONJO SHELVEY,1992-02-27,Newcastle United,. 77   ,78,10000000,40000,LCM,Right,False
C. Wood,chris wood,1991-12-07,Burnley,. 77   ,78,10500000,39000,RS,Right,False
M. Plattenhardt,marvin plattenhardt,1992-01-26,Hertha BSC,. 77   ,78,9000000,26000,LB,Left,False
D. Pröpper,Davy pröpper,1991-09-02,Brighton & Hove Albion,. 77   ,78,10000000,47000,LCM,Right,False
N. Gudelj,Nemanja gudelj,1991-11-16,Sevilla FC,. 77   ,78,9000000,16000,SUB,Right,False
Renan Ribeiro,Renan ribeiro,1990-03-23,Sporting CP,. 77   ,78,7000000,11000,GK,Right,False
Juanmi,Juan miguel jiménez lópez,1993-05-20,Real Betis,. 77   ,78,10500000,26000,SUB,Right,False
R. Funes Mori,JOSÉ RAMIRO FUNES MORI,1991-03-05,Villarreal CF,. 77   ,78,8500000,30000,LCB,Left,False
M. van Ginkel,Marco van ginkel,1992-12-01,Chelsea,. 77   ,78,10500000,87000,RES,Right,False
Pedro Obiang,PEDRO  MBA OBIANG AVOMO,1992-03-27,Sassuolo,. 77   ,78,9000000,45000,SUB,Right,False
Bruno,BRUNO GONZÁLEZ CABRERA,1990-05-24,Getafe CF,. 77   ,78,8500000,23000,SUB,Right,False
D. Sidibé,DJIBRIL SIDIBÉ,1992-07-29,Everton,. 77   ,78,9000000,65000,SUB,Right,False
Pablo,Pablo nascimento castro,1991-06-21,FC Girondins de Bordeaux,. 77   ,78,8500000,31000,LCB,Right,False
L. Kurzawa,layvin kurzawa,1992-09-04,Paris Saint-Germain,. 77   ,78,9000000,61000,SUB,Left,False
N. Füllkrug,niclas füllkrug,1993-02-09,SV Werder Bremen,. 77   ,78,10500000,31000,SUB,Right,False
A. Younes,Amin younes,1993-08-06,Napoli,. 77   ,78,10500000,53000,SUB,Right,False
M. De Sciglio,MATTIA DE SCIGLIO,1992-10-20,Juventus,. 77   ,78,9000000,77000,RB,Right,False
Rubén Sobrino,RUBÉN SOBRINO POZUELO,1992-06-01,Valencia CF,. 77   ,78,10500000,36000,SUB,Right,False
Y. Bounou,YASSINE BOUNOU,1991-04-05,Girona FC,. 77   ,78,7500000,9000,SUB,Left,False
R. Centurión,ADRIÁN RICARDO CENTURIÓN,1993-01-19,Atlético de San Luis,. 77   ,78,10500000,16000,LM,Right,False
M. Elneny,MOHAMED NASER ELSAYED ELNENY,1992-07-11,Arsenal,. 77   ,78,9500000,65000,RES,Right,False
M. Meza,Maximiliano eduardo meza,1992-12-15,Monterrey,. 77   ,78,10500000,45000,LW,Right,False
K. Lasagna,Kevin lasagna,1992-08-10,Udinese,. 77   ,78,10500000,20000,RS,Left,False
E. Akbaba,EMRE AKBABA,1992-10-04,Galatasaray SK,. 77   ,78,10500000,60000,RES,Left,False
A. Paschalakis,Alexandros  paschalakis,1989-07-28,PAOK,. 77   ,78,7000000,1000,GK,Right,False
P. Hrošovský,patrik hrošovský,1992-04-22,KRC Genk,. 77   ,78,10000000,18000,SUB,Right,False
D. Baier,daniel baier,1984-05-18,FC Augsburg,. 77   ,77,2800000,17000,LDM,Right,False
Jô,joão alves de assis silva,1987-03-20,Nagoya Grampus,. 77   ,77,7000000,11000,LS,Left,False
A. Pyatov,ANDRIY PYATOV,1984-06-28,Shakhtar Donetsk,. 77   ,77,2400000,1000,GK,Right,False
Iván Ramis,IVÁN RAMIS BARRIOS,1984-10-25,SD Eibar,. 77   ,77,3300000,22000,LCB,Right,False
Iván Cuéllar,Iván cuéllar sacristán,1984-05-27,CD Leganés,. 77   ,77,2400000,14000,GK,Left,False
K. Huntelaar,klaas-jan huntelaar,1983-08-12,Ajax,. 77   ,77,4100000,17000,SUB,Right,False
J. Hart,joe hart,1987-04-19,Burnley,. 77   ,77,5500000,27000,SUB,Right,False
G. Clichy,GAËL CLICHY,1985-07-26,Medipol Başakşehir FK,. 77   ,77,4000000,34000,LB,Left,False
A. Young,Ashley young,1985-07-09,Manchester United,. 77   ,77,4000000,85000,SUB,Right,False
R. Civelli,renato civelli,1983-10-14,Club Atlético Banfield,. 77   ,77,2700000,11000,CB,Right,False
D. Cvitanich,darío cvitanich,1984-05-16,Racing Club,. 77   ,77,4100000,18000,SUB,Right,False
J. Farfán,JEFFERSON AGUSTÍN FARFÁN GUADALUPE,1984-10-26,Lokomotiv Moscow,. 77   ,77,4500000,1000,SUB,Right,False
Gelson Fernandes,GÉLSON DA CONCEIÇÃO TAVARES FERNANDES,1986-09-02,Eintracht Frankfurt,. 77   ,77,6000000,31000,RCM,Right,False
Javi García,FRANCISCO JAVIER  GARCÍA FERNÁNDEZ,1987-02-08,Real Betis,. 77   ,77,6000000,22000,SUB,Right,False
V. Ibišević,Vedad ibišević,1984-08-06,Hertha BSC,. 77   ,77,4700000,31000,ST,Right,False
G. Pellè,graziano pellè,1985-07-15,Shandong Luneng TaiShan FC,. 77   ,77,5500000,23000,ST,Right,False
B. Wright-Phillips,bradley wright-phillips,1985-03-12,New York Red Bulls,. 77   ,77,4700000,11000,SUB,Right,False
G. Cahill,GARY CAHILL,1985-12-19,Crystal Palace,. 77   ,77,4200000,47000,SUB,Right,False
T. Walcott,Theo  walcott,1989-03-16,Everton,. 77   ,77,8500000,71000,SUB,Right,False
Danilo,DANILO LARANGEIRA,1984-05-10,Bologna,. 77   ,77,2700000,21000,RCB,Right,False
I. Scocco,ignacio martín scocco,1985-05-29,River Plate,. 77   ,77,4700000,26000,SUB,Right,False
E. Elia,eljero elia,1987-02-13,Medipol Başakşehir FK,. 77   ,77,7000000,37000,LM,Right,False
L. Schøne,LASSE SCHØNE,1986-05-27,Genoa,. 77   ,77,5000000,19000,CDM,Right,False
G. Murray,glenn murray,1983-09-25,Brighton & Hove Albion,. 77   ,77,4100000,39000,ST,Right,False
Z. Junuzović,ZLATKO JUNUZOVIĆ,1987-09-26,FC Red Bull Salzburg,. 77   ,77,7500000,37000,RCM,Right,False
C. Bravo,Claudio andrés bravo muñoz,1983-04-13,Manchester City,. 77   ,77,1500000,47000,SUB,Right,False
V. Odjidja-Ofoe,vadis odjidja-ofoe,1989-02-21,KAA Gent,. 77   ,77,8000000,23000,RCM,Right,False
P. Wernbloom,pontus wernbloom,1986-06-25,PAOK,. 77   ,77,4300000,1000,SUB,Right,False
M. Berg,MARCUS BERG,1986-08-17,Sweden,. 77   ,77,0,0,,Right,False
R. Gurtner,Régis gurtner,1986-12-08,Amiens SC,. 77   ,77,5500000,15000,GK,Right,False
M. Schneiderlin,MORGAN SCHNEIDERLIN,1989-11-08,Everton,. 77   ,77,7500000,68000,SUB,Right,False
Miguel Veloso,mIGUEL LUÍS PINTO VELOSO,1986-05-11,Hellas Verona,. 77   ,77,5000000,19000,LCM,Left,False
M. Layún,miguel arturo layún prado,1988-06-25,Monterrey,. 77   ,77,6500000,38000,RB,Right,False
J. Lens,Jeremain lens,1987-11-24,Beşiktaş JK,. 77   ,77,8000000,60000,LM,Right,False
Varela,FERNANDO LOPES DOS SANTOS VARELA,1987-11-26,PAOK,. 77   ,77,6500000,1000,LCB,Right,False
L. Rémy,LOÏC RÉMY,1987-01-02,LOSC Lille,. 77   ,77,7000000,41000,SUB,Right,False
M. Suchý,Marek suchý,1988-03-29,FC Augsburg,. 77   ,77,6500000,24000,LCB,Right,False
S. De Maio,sebastian de maio,1987-03-05,Udinese,. 77   ,77,5500000,17000,SUB,Right,False
P. Aguilar,pablo aguilar,1987-04-02,Cruz Azul,. 77   ,77,5500000,25000,RCB,Right,False
G. Sio,giovanni sio,1989-03-31,Gençlerbirliği SK,. 77   ,77,8500000,22000,ST,Left,False
F. Delph,Fabian delph,1989-11-21,Everton,. 77   ,77,7500000,68000,SUB,Left,False
N. Subotić,neven subotić,1988-12-10,1. FC Union Berlin,. 77   ,77,7000000,35000,RCB,Right,False
Roberto,roberto jiménez gago,1986-02-10,West Ham United,. 77   ,77,4800000,52000,SUB,Right,False
M. Dossevi,Matthieu dossevi,1988-02-12,Toulouse Football Club,. 77   ,77,8000000,32000,RW,Right,False
A. Ogbonna,Angelo obinze ogbonna,1988-05-23,West Ham United,. 77   ,77,6500000,65000,SUB,Left,False
I. Traoré,ibrahima traoré,1988-04-21,Borussia Mönchengladbach,. 77   ,77,8000000,29000,SUB,Left,False
M. Carcela-González,Mehdi carcela-gonzález,1989-07-01,Standard de Liège,. 77   ,77,8500000,18000,RW,Left,False
R. Alessandrini,Romain alessandrini,1989-04-03,LA Galaxy,. 77   ,77,8500000,10000,SUB,Left,False
Alan Kardec,ALAN KARDEC DE SOUZA PEREIRA JUNIOR,1989-01-12,Chongqing Dangdai Lifan FC SWM Team,. 77   ,77,8500000,13000,ST,Right,False
Maurício,MAURÍCIO JOSÉ DA SILVEIRA JÚNIOR,1988-10-21,PAOK,. 77   ,77,7500000,1000,RES,Right,False
A. Poli,andrea poli,1989-09-29,Bologna,. 77   ,77,8500000,34000,LDM,Right,False
O. Ighalo,ODION JUDE IGHALO,1989-06-16,Shanghai Greenland Shenhua FC,. 77   ,77,8500000,20000,SUB,Right,False
D. Drinkwater,Danny drinkwater,1990-03-05,Burnley,. 77   ,77,8500000,38000,SUB,Right,False
Claudemir,Claudemir domingues de souza,1988-03-27,SC Braga,. 77   ,77,6500000,14000,CDM,Right,False
Douglas,dOUGLAS RENATO DE JESUS,1983-03-09,Vitória Guimarães,. 77   ,77,1500000,6000,SUB,Right,False
A. Dzagoev,ALAN DZAGOEV,1990-06-17,PFC CSKA Moscow,. 77   ,77,8500000,1000,SUB,Right,False
M. Suárez,MATÍAS EZEQUIEL SUÁREZ,1988-05-09,River Plate,. 77   ,77,8000000,26000,RS,Right,False
D. Janmaat,DARYL JANMAAT,1989-07-22,Watford,. 77   ,77,7500000,57000,SUB,Right,False
G. Bou,gUSTAVO LEONARDO BOU,1990-02-18,New England Revolution,. 77   ,77,9000000,11000,ST,Right,False
A. Dragović,aleksandar dragović,1991-03-06,Bayer 04 Leverkusen,. 77   ,77,8000000,52000,SUB,Right,False
A. Westwood,ashley westwood,1990-04-01,Burnley,. 77   ,77,8500000,38000,RCM,Right,False
D. Latza,danny latza,1989-12-07,1. FSV Mainz 05,. 77   ,77,8500000,30000,LCM,Right,False
